id,method,requirement,node,gold,subject,tool,category,decision,callerT,callerN,callerE,calleeT,calleeN,calleeE
2431,de.java_chess.javaChess.ply.PlyImpl.setSource(Lde/java_chess/javaChess/position/Position;)V,R6,leaf,E,E,E,,,0,0,1,0,0,0
2432,de.java_chess.javaChess.ply.PlyImpl.setSource(Lde/java_chess/javaChess/position/Position;)V,R7,leaf,E,E,E,,,0,0,1,0,0,0
2433,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R0,inner,E,E,T,InnerMixedSurroundedT,IE,2,1,0,1,0,2
2434,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R1,inner,E,E,T,InnerMixedSurroundedT,IE,2,1,0,1,0,2
2435,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R2,inner,E,E,N,InnerPureSurroundedN,IE,0,3,0,0,1,2
2436,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R3,inner,E,E,T,InnerPureSurroundedT,IE,3,0,0,1,0,2
2437,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R4,inner,E,E,N,InnerMixedSurroundedN,IE,2,1,0,0,1,2
2438,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R5,inner,E,E,T,InnerPureSurroundedT,IE,3,0,0,1,0,2
2439,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R6,inner,E,E,T,InnerPureSurroundedT,IE,3,0,0,1,0,2
2440,de.java_chess.javaChess.ply.PlyImpl.toString()Ljava/lang/String;,R7,inner,E,E,N,InnerPureSurroundedN,IE,0,3,0,0,1,2
2441,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,5,2,0,1,0,0
2442,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R1,inner,T,T,T,InnerMixedSurroundedT,CT,3,4,0,1,0,0
2443,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,7,0,0,1,0
2444,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R3,inner,T,T,T,InnerMixedSurroundedT,CT,4,3,0,1,0,0
2445,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,7,0,0,1,0
2446,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,7,0,0,1,0,0
2447,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,7,0,0,1,0,0
2448,de.java_chess.javaChess.position.PositionImpl.-init-(I)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,7,0,0,1,0
2449,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R0,inner,T,T,E,,,0,0,1,1,0,0
2450,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R1,inner,T,T,E,,,0,0,1,1,0,0
2451,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R2,inner,N,N,E,,,0,0,1,0,1,0
2452,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R3,inner,T,T,E,,,0,0,1,1,0,0
2453,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R4,inner,N,N,E,,,0,0,1,0,1,0
2454,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R5,inner,T,T,E,,,0,0,1,1,0,0
2455,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R6,inner,T,T,E,,,0,0,1,1,0,0
2456,de.java_chess.javaChess.position.PositionImpl.equals(Lde/java_chess/javaChess/position/Position;)Z,R7,inner,N,N,E,,,0,0,1,0,1,0
2457,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R0,leaf,T,T,E,,,1,0,0,0,0,0
2458,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R1,leaf,T,T,E,,,1,0,0,0,0,0
2459,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R2,leaf,N,N,E,,,0,1,0,0,0,0
2460,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R3,leaf,T,T,E,,,1,0,0,0,0,0
2461,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R4,leaf,N,N,E,,,0,1,0,0,0,0
2462,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R5,leaf,T,T,E,,,1,0,0,0,0,0
2463,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R6,leaf,T,T,E,,,1,0,0,0,0,0
2464,de.java_chess.javaChess.position.PositionImpl.getLineIndex()I,R7,leaf,N,N,E,,,0,1,0,0,0,0
2465,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R0,leaf,T,T,E,,,1,0,0,0,0,0
2466,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R1,leaf,T,T,E,,,1,0,0,0,0,0
2467,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R2,leaf,N,N,E,,,0,1,0,0,0,0
2468,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R3,leaf,T,T,E,,,1,0,0,0,0,0
2469,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R4,leaf,N,N,E,,,0,1,0,0,0,0
2470,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R5,leaf,T,T,E,,,1,0,0,0,0,0
2471,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R6,leaf,T,T,E,,,1,0,0,0,0,0
2472,de.java_chess.javaChess.position.PositionImpl.getRowIndex()I,R7,leaf,N,N,E,,,0,1,0,0,0,0
2473,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R0,leaf,T,T,T,LeafMixedSurroundedT,CT,5,3,0,0,0,0
2474,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R1,leaf,T,T,T,LeafMixedSurroundedT,CT,4,4,0,0,0,0
2475,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,8,0,0,0,0
2476,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R3,leaf,T,T,T,LeafMixedSurroundedT,CT,5,3,0,0,0,0
2477,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,8,0,0,0,0
2478,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R5,leaf,T,T,T,LeafPureSurroundedT,CT,8,0,0,0,0,0
2479,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R6,leaf,T,T,T,LeafPureSurroundedT,CT,8,0,0,0,0,0
2480,de.java_chess.javaChess.position.PositionImpl.getSquareIndex()I,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,8,0,0,0,0
2481,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R0,leaf,T,T,T,LeafMixedSurroundedT,CT,2,2,0,0,0,0
2482,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R1,leaf,T,T,T,LeafMixedSurroundedT,CT,2,2,0,0,0,0
2483,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2484,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R3,leaf,T,T,T,LeafMixedSurroundedT,CT,2,2,0,0,0,0
2485,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2486,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,4,0,0,0,0,0
2487,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,4,0,0,0,0,0
2488,de.java_chess.javaChess.position.PositionImpl.setSquareIndex(I)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2489,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R0,inner,T,T,E,,,0,0,1,2,0,0
2490,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R1,inner,T,T,E,,,0,0,1,2,0,0
2491,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R2,inner,N,N,E,,,0,0,1,0,2,0
2492,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R3,inner,T,T,E,,,0,0,1,2,0,0
2493,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R4,inner,N,N,E,,,0,0,1,0,2,0
2494,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R5,inner,T,T,E,,,0,0,1,2,0,0
2495,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R6,inner,T,T,E,,,0,0,1,2,0,0
2496,de.java_chess.javaChess.position.PositionImpl.toSquareName()Ljava/lang/String;,R7,inner,N,N,E,,,0,0,1,0,2,0
2497,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R0,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
2498,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R1,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
2499,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2500,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2501,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2502,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R5,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
2503,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R6,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
2504,de.java_chess.javaChess.renderer2d.AnimationLayer.-init-(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2505,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R0,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
2506,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R1,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
2507,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2508,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2509,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2510,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R5,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
2511,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R6,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
2512,de.java_chess.javaChess.renderer2d.AnimationLayer.setPiecesLayer(Lde/java_chess/javaChess/renderer2d/PiecesLayer;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2513,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2514,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R1,inner,N,N,T,InnerPureSurroundedT,IN,1,0,0,1,0,0
2515,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2516,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2517,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2518,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R5,inner,N,N,T,InnerPureSurroundedT,IN,1,0,0,1,0,0
2519,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R6,inner,N,N,T,InnerPureSurroundedT,IN,1,0,0,1,0,0
2520,de.java_chess.javaChess.renderer2d.BoardLayer.-init-()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2521,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,6,0,0
2522,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R1,inner,N,N,N,InnerMixedSurroundedN,CN,0,3,0,2,4,0
2523,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,6,0
2524,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R3,inner,N,N,N,InnerMixedSurroundedN,CN,1,2,0,0,6,0
2525,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,6,0
2526,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R5,inner,N,N,T,InnerMixedSurroundedT,IN,2,1,0,4,2,0
2527,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R6,inner,N,N,T,InnerMixedSurroundedT,IN,2,1,0,4,2,0
2528,de.java_chess.javaChess.renderer2d.BoardLayer.paintComponent(Ljava/awt/Graphics;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,6,0
2529,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,4,2,0
2530,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R1,inner,T,T,N,InnerMixedSurroundedN,IT,0,1,0,5,1,0
2531,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
2532,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
2533,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,6,0
2534,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R5,inner,T,T,N,InnerMixedSurroundedN,IT,0,1,0,5,1,0
2535,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R6,inner,T,T,N,InnerMixedSurroundedN,IT,0,1,0,5,1,0
2536,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.-init-(Lde/java_chess/javaChess/GameController;Lde/java_chess/javaChess/board/Board;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
2537,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R0,inner,T,T,F,InnerBoundary,IT,1,0,0,0,1,0
2538,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R1,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
2539,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2540,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R3,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
2541,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2542,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2543,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2544,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2545,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
2546,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R1,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
2547,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2548,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2549,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R4,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
2550,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R5,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
2551,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R6,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
2552,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getBoard()Lde/java_chess/javaChess/board/Board;,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
2553,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2554,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R1,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2555,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2556,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2557,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2558,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2559,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2560,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getMinimumSize()Ljava/awt/Dimension;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2561,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R0,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,1,0,0
2562,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R1,inner,T,T,F,InnerBoundary,IT,0,3,0,1,0,0
2563,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,1,0
2564,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R3,inner,N,N,N,InnerMixedSurroundedN,CN,1,2,0,0,1,0
2565,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R4,inner,N,N,N,InnerMixedSurroundedN,CN,1,2,0,0,1,0
2566,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R5,inner,T,T,T,InnerMixedSurroundedT,CT,1,2,0,1,0,0
2567,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R6,inner,T,T,T,InnerMixedSurroundedT,CT,1,2,0,1,0,0
2568,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getPreferredSize()Ljava/awt/Dimension;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,1,0
2569,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R0,leaf,T,T,T,LeafMixedSurroundedT,CT,3,1,0,0,0,0
2570,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R1,leaf,T,T,T,LeafMixedSurroundedT,CT,3,1,0,0,0,0
2571,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2572,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2573,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2574,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R5,leaf,T,T,T,LeafMixedSurroundedT,CT,3,1,0,0,0,0
2575,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R6,leaf,T,T,T,LeafMixedSurroundedT,CT,3,1,0,0,0,0
2576,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.getSquareSize()I,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
2577,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R0,inner,T,T,F,InnerBoundary,IT,1,0,0,0,1,0
2578,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R1,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2579,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2580,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2581,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2582,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2583,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2584,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.repaintBoard()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2585,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
2586,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R1,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
2587,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2588,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2589,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
2590,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R5,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
2591,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R6,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
2592,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.reset()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
2593,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.setBoard(Lde/java_chess/javaChess/board/Board;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
2594,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.setBoard(Lde/java_chess/javaChess/board/Board;)V,R1,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
2595,de.java_chess.javaChess.renderer2d.ChessBoardRenderer2D.setBoard(Lde/java_chess/javaChess/board/Board;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
