id,method,requirement,node,gold,subject,tool,category,decision,callerT,callerN,callerE,calleeT,calleeN,calleeE
389,de.java_chess.javaChess.action.SaveGameAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,2,0,0,0,0
390,de.java_chess.javaChess.action.SaveGameAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R5,leaf,T,T,N,LeafMixedSurroundedN,IT,1,1,0,0,0,0
391,de.java_chess.javaChess.action.SaveGameAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R6,leaf,T,T,N,LeafMixedSurroundedN,IT,1,1,0,0,0,0
392,de.java_chess.javaChess.action.SaveGameAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,2,0,0,0,0
393,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R0,inner,T,T,F,InnerBoundary,IT,1,0,0,0,2,0
394,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,2,0
395,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,2,0
396,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R3,inner,N,N,F,InnerBoundary,IN,0,1,0,2,0,0
397,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,2,0
398,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R5,inner,T,T,F,InnerBoundary,IT,1,0,0,0,2,0
399,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R6,inner,T,T,F,InnerBoundary,IT,1,0,0,0,2,0
400,de.java_chess.javaChess.action.SaveGameAction.trySave(Ljava/io/File;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,2,0
401,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
402,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
403,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
404,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
405,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
406,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R5,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
407,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R6,inner,T,T,F,InnerBoundary,IT,0,1,0,1,0,0
408,de.java_chess.javaChess.action.SaveGameAsAction.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
409,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,4,1,0
410,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R1,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,1,4,0
411,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,5,0
412,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R3,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,1,4,0
413,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,5,0
414,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R5,inner,T,T,N,InnerMixedSurroundedN,IT,0,1,0,3,2,0
415,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R6,inner,T,T,N,InnerMixedSurroundedN,IT,0,1,0,3,2,0
416,de.java_chess.javaChess.action.SaveGameAsAction.actionPerformed(Ljava/awt/event/ActionEvent;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,5,0
417,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R0,inner,T,T,F,InnerBoundary,IT,2,0,0,0,1,0
418,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,1,0
419,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,1,0
420,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R3,inner,N,N,F,InnerBoundary,IN,0,2,0,1,0,0
421,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,1,0
422,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R5,inner,T,T,N,InnerMixedSurroundedN,IT,1,1,0,0,1,0
423,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R6,inner,T,T,N,InnerMixedSurroundedN,IT,1,1,0,0,1,0
424,de.java_chess.javaChess.action.SaveGameAsAction.getPGNFileFilter()Lde/java_chess/javaChess/pgn/PGNFileFilter;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,1,0
425,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,1,0,0
426,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R1,inner,T,T,T,InnerMixedSurroundedT,CT,1,2,0,1,0,0
427,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,1,0
428,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R3,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,1,0,0
429,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R4,inner,N,N,N,InnerMixedSurroundedN,CN,1,2,0,0,1,0
430,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R5,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,1,0,0
431,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R6,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,1,0,0
432,de.java_chess.javaChess.bitboard.BitBoardImpl.-init-()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,1,0
433,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
434,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R1,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
435,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
436,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R3,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
437,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
438,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
439,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
440,de.java_chess.javaChess.bitboard.BitBoardImpl.clone()Ljava/lang/Object;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
441,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,2
442,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R1,inner,T,T,T,InnerMixedSurroundedT,CT,1,1,0,2,0,2
443,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,2
444,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R3,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,2
445,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,2
446,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,2
447,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,2
448,de.java_chess.javaChess.bitboard.BitBoardImpl.doPly(Lde/java_chess/javaChess/ply/Ply;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,2
449,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
450,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R1,leaf,T,T,N,LeafPureSurroundedN,IT,0,1,0,0,0,0
451,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
452,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R3,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
453,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
454,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
455,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
456,de.java_chess.javaChess.bitboard.BitBoardImpl.getAllPiecesForColor(Z)J,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
457,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R0,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
458,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R1,inner,T,T,T,InnerMixedSurroundedT,CT,1,1,0,2,0,0
459,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
460,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R3,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
461,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R4,inner,N,N,N,InnerMixedSurroundedN,CN,1,1,0,0,2,0
462,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R5,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
463,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R6,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
464,de.java_chess.javaChess.bitboard.BitBoardImpl.getBoardAfterPly(Lde/java_chess/javaChess/ply/Ply;)Lde/java_chess/javaChess/board/Board;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
465,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R0,leaf,T,T,T,LeafMixedSurroundedT,CT,3,1,0,0,0,0
466,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R1,leaf,T,T,N,LeafPureSurroundedN,IT,0,4,0,0,0,0
467,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
468,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R3,leaf,T,T,T,LeafMixedSurroundedT,CT,3,1,0,0,0,0
469,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
470,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R5,leaf,T,T,T,LeafPureSurroundedT,CT,4,0,0,0,0,0
471,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R6,leaf,T,T,T,LeafPureSurroundedT,CT,4,0,0,0,0,0
472,de.java_chess.javaChess.bitboard.BitBoardImpl.getEmptySquares()J,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,4,0,0,0,0
473,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R0,inner,T,T,T,InnerMixedSurroundedT,CT,5,3,0,2,0,0
474,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R1,inner,T,T,T,InnerMixedSurroundedT,CT,2,6,0,2,0,0
475,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,8,0,0,2,0
476,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R3,inner,T,T,T,InnerMixedSurroundedT,CT,5,3,0,1,1,0
477,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,8,0,0,2,0
478,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R5,inner,T,T,T,InnerPureSurroundedT,CT,8,0,0,2,0,0
479,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R6,inner,T,T,T,InnerPureSurroundedT,CT,8,0,0,2,0,0
480,de.java_chess.javaChess.bitboard.BitBoardImpl.getPiece(Lde/java_chess/javaChess/position/Position;)Lde/java_chess/javaChess/piece/Piece;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,8,0,0,2,0
481,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R0,leaf,T,T,T,LeafPureSurroundedT,CT,9,0,0,0,0,0
482,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R1,leaf,T,T,N,LeafPureSurroundedN,IT,0,9,0,0,0,0
483,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,9,0,0,0,0
484,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R3,leaf,T,T,T,LeafPureSurroundedT,CT,9,0,0,0,0,0
485,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,9,0,0,0,0
486,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R5,leaf,T,T,T,LeafPureSurroundedT,CT,9,0,0,0,0,0
487,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R6,leaf,T,T,T,LeafPureSurroundedT,CT,9,0,0,0,0,0
488,de.java_chess.javaChess.bitboard.BitBoardImpl.getPositionOfPieces(I)J,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,9,0,0,0,0
489,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,3,0,0
490,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R1,inner,T,T,T,InnerMixedSurroundedT,CT,1,2,0,3,0,0
491,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,3,0
492,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R3,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,2,1,0
493,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R4,inner,N,N,N,InnerMixedSurroundedN,CN,1,2,0,0,3,0
494,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R5,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,3,0,0
495,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R6,inner,T,T,T,InnerMixedSurroundedT,CT,2,1,0,3,0,0
496,de.java_chess.javaChess.bitboard.BitBoardImpl.initialPosition()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,3,0,0,3,0
497,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
498,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R1,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
499,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
500,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R3,inner,T,T,T,InnerMixedSurroundedT,CT,2,0,0,1,1,0
501,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
502,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
503,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
504,de.java_chess.javaChess.bitboard.BitBoardImpl.setPiece(Lde/java_chess/javaChess/piece/Piece;Lde/java_chess/javaChess/position/Position;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
505,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R0,inner,E,E,E,,,1,0,0,0,0,1
506,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R1,inner,E,E,E,,,0,1,0,0,0,1
507,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R2,inner,E,E,E,,,0,1,0,0,0,1
508,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R3,inner,E,E,E,,,0,1,0,0,0,1
509,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R4,inner,E,E,E,,,0,1,0,0,0,1
510,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R5,inner,E,E,E,,,1,0,0,0,0,1
511,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R6,inner,E,E,E,,,1,0,0,0,0,1
512,de.java_chess.javaChess.dialogs.PlayerDialog.-init-(ILjava/lang/String;)V,R7,inner,E,E,E,,,1,0,0,0,0,1
513,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R0,leaf,E,E,F,LeafBoundary,IE,1,0,0,0,0,0
514,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R1,leaf,E,E,N,LeafPureSurroundedN,IE,0,1,0,0,0,0
515,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R2,leaf,E,E,N,LeafPureSurroundedN,IE,0,1,0,0,0,0
516,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R3,leaf,E,E,F,LeafBoundary,IE,0,1,0,0,0,0
517,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R4,leaf,E,E,N,LeafPureSurroundedN,IE,0,1,0,0,0,0
518,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R5,leaf,E,E,T,LeafPureSurroundedT,IE,1,0,0,0,0,0
519,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R6,leaf,E,E,T,LeafPureSurroundedT,IE,1,0,0,0,0,0
520,de.java_chess.javaChess.dialogs.PlayerDialog.actionPerformed(Ljava/awt/event/ActionEvent;)V,R7,leaf,E,E,F,LeafBoundary,IE,1,0,0,0,0,0
521,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R0,leaf,E,E,F,LeafBoundary,IE,1,0,0,0,0,0
522,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R1,leaf,E,E,N,LeafPureSurroundedN,IE,0,1,0,0,0,0
523,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R2,leaf,E,E,N,LeafPureSurroundedN,IE,0,1,0,0,0,0
524,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R3,leaf,E,E,F,LeafBoundary,IE,0,1,0,0,0,0
525,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R4,leaf,E,E,N,LeafPureSurroundedN,IE,0,1,0,0,0,0
526,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R5,leaf,E,E,T,LeafPureSurroundedT,IE,1,0,0,0,0,0
527,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R6,leaf,E,E,T,LeafPureSurroundedT,IE,1,0,0,0,0,0
528,de.java_chess.javaChess.dialogs.PlayerDialog.getNewName()Ljava/lang/String;,R7,leaf,E,E,F,LeafBoundary,IE,1,0,0,0,0,0
529,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R0,leaf,E,E,E,,,0,0,1,0,0,0
530,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R1,leaf,E,E,E,,,0,0,1,0,0,0
531,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R2,leaf,E,E,E,,,0,0,1,0,0,0
532,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R3,leaf,E,E,E,,,0,0,1,0,0,0
533,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R4,leaf,E,E,E,,,0,0,1,0,0,0
534,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R5,leaf,E,E,E,,,0,0,1,0,0,0
535,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R6,leaf,E,E,E,,,0,0,1,0,0,0
536,de.java_chess.javaChess.dialogs.PlayerDialog.jbInit()V,R7,leaf,E,E,E,,,0,0,1,0,0,0
537,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
538,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R1,leaf,N,N,F,LeafBoundary,IN,1,0,0,0,0,0
539,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
540,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R3,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
541,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R4,leaf,N,N,T,LeafPureSurroundedT,IN,1,0,0,0,0,0
542,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R5,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
543,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R6,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
544,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-clinit-()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
545,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.-init-(Lde/java_chess/javaChess/game/Game;Lde/java_chess/javaChess/engine/PlyGenerator;)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,1,1,0,2,0,0
